created_at,author_id,text,author,sentiment_score
2023-05-01 04:18:04+00:00,1446152791,Tony Abbott is simply being racist. Indigenous people will NOT have a greater “say” than anyone else. #VoteYes #VoiceToParliament #Auspol,"{'protected': False, 'location': 'Wiradjuri Country', 'profile_image_url': 'https://pbs.twimg.com/profile_images/3692794842/d68c3f1b7cab8221604c50925077ee07_normal.jpeg', 'description': 'Follows, Likes or Retweets 🚫endorsement. Accept science, deal in facts. Blocked by Dutton, Hanson, Kenny. Titles - ABBOTT. @BankstownBoy@aus.social on Mastodon', 'public_metrics': {'followers_count': 543, 'following_count': 2532, 'tweet_count': 24612, 'listed_count': 8}, 'verified': False, 'created_at': '2013-05-21T11:41:32.000Z', 'name': 'Lord Sir T-Dog 🚒 🌈 #VoteYes', 'id': '1446152791', 'username': 'BankstownBoy64', 'pinned_tweet_id': '1510102412870418434'}",-0.7278
2023-05-01 04:17:19+00:00,9.50E+17,RT @MissPolly62: This is a list of some of Labors achievements thus far (just in case anyone was wondering what they have been up to). They…,"{'protected': False, 'location': 'Australia', 'profile_image_url': 'https://pbs.twimg.com/profile_images/977008373089447936/E1oKcQUf_normal.jpg', 'description': 'retired, would be guitarist, rural vic resident. opinions my own.', 'public_metrics': {'followers_count': 762, 'following_count': 1109, 'tweet_count': 8011, 'listed_count': 2}, 'verified': False, 'created_at': '2018-01-06T07:22:20.000Z', 'name': 'Bruce Milne #IstandwithDan', 'id': '949541628603072512', 'username': 'BruceMilne3'}",0
2023-05-01 04:16:53+00:00,2490474924,"RT @bukumbooee: Good morning all! 
#VoteYES for respect
#VoteYES for equality
#VoteYES for empowerment
#VoteYES for self-determination
#Vot…","{'protected': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/490442562088361984/0IeTqCVj_normal.jpeg', 'description': 'In the big scheme of things, Not a failure of evolution. When Injustice becomes Law, Resistance becomes Duty. Proud Union member.', 'public_metrics': {'followers_count': 1753, 'following_count': 1593, 'tweet_count': 74210, 'listed_count': 53}, 'verified': False, 'created_at': '2014-05-11T22:34:49.000Z', 'name': '💧Chief Wiggum #TheResistance 🌊🌊', 'id': '2490474924', 'username': 'riffraff0001', 'pinned_tweet_id': '1296568586199109632'}",0.7424
2023-05-01 04:15:52+00:00,8619542,RT @EddieSynot: Illiterate nonsense. Michaelia Cash is lying about the Voice &amp; it’s legal affect &amp; continues to deny the legitimate place o…,"{'protected': False, 'location': 'Sydney', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1350237918510530560/oxGRmAvH_normal.jpg', 'description': 'Education. Four languages, keen on travel, little bit crafty and collector of retrovintage stuff.', 'public_metrics': {'followers_count': 3109, 'following_count': 4369, 'tweet_count': 341468, 'listed_count': 406}, 'verified': False, 'created_at': '2007-09-03T08:05:57.000Z', 'name': 'Reflection Connection', 'id': '8619542', 'username': 'leftboomer'}",-0.7906
2023-05-01 04:15:38+00:00,257725295,RT @MissPolly62: This is a list of some of Labors achievements thus far (just in case anyone was wondering what they have been up to). They…,"{'protected': False, 'location': 'Sydney, New South Wales', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1610537738914385920/EN1toVmP_normal.jpg', 'description': '', 'public_metrics': {'followers_count': 403, 'following_count': 945, 'tweet_count': 39938, 'listed_count': 3}, 'verified': False, 'created_at': '2011-02-26T01:38:04.000Z', 'name': 'T.W.', 'id': '257725295', 'username': 'retro7777777'}",0
2023-05-01 04:13:14+00:00,48276110,RT @MissPolly62: This is a list of some of Labors achievements thus far (just in case anyone was wondering what they have been up to). They…,"{'protected': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/690880293515866112/_dlCOaZE_normal.jpg', 'description': 'God please give us patience, if you give us strength we will just punch them in the face.', 'public_metrics': {'followers_count': 4239, 'following_count': 4987, 'tweet_count': 325697, 'listed_count': 94}, 'verified': False, 'created_at': '2009-06-18T07:07:10.000Z', 'name': 'Lord & Lady Muk Raking.', 'id': '48276110', 'username': 'IIreckon'}",0
2023-05-01 04:12:27+00:00,2935696699,RT @EddieSynot: Illiterate nonsense. Michaelia Cash is lying about the Voice &amp; it’s legal affect &amp; continues to deny the legitimate place o…,"{'protected': False, 'location': 'kwr. swamp', 'profile_image_url': 'https://pbs.twimg.com/profile_images/548694806554112001/vV8siz0t_normal.jpeg', 'description': 'pensioner', 'public_metrics': {'followers_count': 1380, 'following_count': 1583, 'tweet_count': 24829, 'listed_count': 14}, 'verified': False, 'created_at': '2014-12-19T04:45:42.000Z', 'name': 'peter voss', 'id': '2935696699', 'username': 'petervoss271'}",-0.7906
2023-05-01 04:12:24+00:00,2769947215,RT @JayJay91341991: These nuff-nuffs that claim voting Yes to The Voice is “apartheid”. We are not the ones denying First Nations a voice a…,"{'protected': False, 'location': 'Australia', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1319847193558183938/1iYNCsNH_normal.jpg', 'description': '', 'public_metrics': {'followers_count': 1605, 'following_count': 1793, 'tweet_count': 470860, 'listed_count': 22}, 'verified': False, 'created_at': '2014-08-26T13:11:45.000Z', 'name': 'Terry Holt', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1NigSoJq9s', 'expanded_url': 'https://www.facebook.com/tttezzz/', 'display_url': 'facebook.com/tttezzz/'}]}}, 'id': '2769947215', 'username': 'tttezzz', 'pinned_tweet_id': '1313421247930269702', 'url': 'https://t.co/1NigSoJq9s'}",0.577
2023-05-01 04:12:22+00:00,400369512,RT @MissPolly62: This is a list of some of Labors achievements thus far (just in case anyone was wondering what they have been up to). They…,"{'protected': False, 'profile_image_url': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'description': '', 'public_metrics': {'followers_count': 109, 'following_count': 444, 'tweet_count': 55220, 'listed_count': 2}, 'verified': False, 'created_at': '2011-10-28T22:47:42.000Z', 'name': 'Colleen Moss', 'id': '400369512', 'username': 'Cmoss33Moss'}",0
2023-05-01 04:10:52+00:00,3812437692,"RT @FAustralians: We need to have women recognised as existing, in the Constitution, with a separate Ladies' Parliament.

And regional Ladi…","{'protected': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1010716244641644545/cI-VJiWg_normal.jpg', 'description': '🇦🇺 ‘The Truth Sounds Like Hate to Those Who Hate The Truth’ #FreeSpeechEnthusiast 🌸 1984 is Now. I swallowed a red 💊 whole. No 🚂! No DM’s! #45, ❤️Satire', 'public_metrics': {'followers_count': 12891, 'following_count': 11212, 'tweet_count': 203081, 'listed_count': 8}, 'verified': False, 'created_at': '2015-10-07T08:50:36.000Z', 'name': '🔸Rob🔸Unapologetic Trump Loyalist', 'entities': {'description': {'hashtags': [{'start': 60, 'end': 81, 'tag': 'FreeSpeechEnthusiast'}]}}, 'id': '3812437692', 'username': '75otingocni', 'pinned_tweet_id': '1539446755829288960'}",0
